departamento,año,codigo_establecimiento,codigo_departamento,codigo_distrito,distrito,codigo_zona,zona,codigo_barrio_localidad,localidad,codigo_institucion,institucion,sector,anho_cod_geo,primer_grado_hombre,primer_grado_mujer,segundo_grado_hombre,segundo_grado_mujer,tercer_grado_hombre,tercer_grado_mujer,cuarto_grado_hombre,cuarto_grado_mujer,quinto_grado_hombre,quinto_grado_mujer,sexto_grado_hombre,sexto_grado_mujer,septimo_grado_hombre,septimo_grado_mujer,octavo_grado_hombre,octavo_grado_mujer,noveno_grado_hombre,noveno_grado_mujer,total_matriculados_hombre,total_matriculados_mujer
Alto Paraná,2020,1011014,10,11,Minga Guazú,1,Urbana,7586,SANTA MONICA,7161,ESCUELA BÁSICA N° 5499 MI AMIGO JESÚS,Privado,,7,14,16,11,11,15,15,7,12,11,6,8,11,14,8,9,12,3,98,92
Alto Paraná,2020,1011093,10,11,Minga Guazú,1,Urbana,7586,SANTA MONICA,11178,ESCUELA BÁSICA N° 6073 SANTA MÓNICA,Oficial,,29,37,26,50,33,30,31,33,31,27,24,39,34,40,39,32,32,31,279,319
Alto Paraná,2020,1011084,10,11,Minga Guazú,2,Rural,7567,TAJY POTY SUB-URBANO,7242,ESCUELA BÁSICA N° 6006 DIVINO NIÑO,Oficial,,18,17,29,26,25,29,21,25,26,13,16,25,26,17,26,16,13,21,200,189
Alto Paraná,2020,1011001,10,11,Minga Guazú,1,Urbana,7563,VILLA NELIDA,7148,ESCUELA BÁSICA N° 5494 DOÑA JOSÉFINA PLA,Oficial,,15,11,25,14,16,8,16,19,15,12,19,15,0,0,0,0,0,0,106,79
Alto Paraná,2020,1016007,10,16,Minga Porá,2,Rural,7635,8 DE DICIEMBRE SUB URBANO,7404,ESCUELA BÁSICA N° 4115 TUPASY CAACUPÉ,Oficial,,11,9,6,8,8,4,8,9,4,7,12,1,12,10,8,13,4,11,73,72
Alto Paraná,2020,1016047,10,16,Minga Porá,2,Rural,7616,ARROYO GUAZU,16667,ESCUELA BÁSICA N° 7845 13 DE JUNIO,Oficial,,4,2,4,2,3,5,6,7,1,1,2,3,0,0,0,0,0,0,20,20
Alto Paraná,2020,1016042,10,16,Minga Porá,2,Rural,7636,COM INDIG ARROYO GUASU-CENTRO,11190,COLEGIO INDÍGENA AVÁ GUARANÍ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,27,15,28,17,20,19,75,51
Alto Paraná,2020,1016011,10,16,Minga Porá,2,Rural,7636,COM INDIG ARROYO GUASU-CENTRO,7408,ESCUELA BÁSICA N° 5782 ESPIRITU SANTO,Oficial,,8,6,6,6,8,11,9,9,15,9,7,13,0,0,0,0,0,0,53,54
Alto Paraná,2020,1016012,10,16,Minga Porá,2,Rural,7609,COM INDIG ARROYO GUAZU- ARROYO AZUL,7409,ESCUELA BÁSICA N° 8107  SANTO TOMÁS DE AQUINO,Oficial,,12,7,7,9,9,8,11,10,7,11,8,7,0,0,0,0,0,0,54,52
Alto Paraná,2020,1016014,10,16,Minga Porá,2,Rural,7632,COOPASAN,7441,COLEGIO NACIONAL SANTA LUCÍA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,8,12,4,7,10,2,22,21
Alto Paraná,2020,1016014,10,16,Minga Porá,2,Rural,7632,COOPASAN,7411,ESCUELA BÁSICA N° 3354 SANTA LUCÍA,Oficial,,2,9,7,6,6,7,11,7,11,7,6,13,0,0,0,0,0,0,43,49
Alto Paraná,2020,1016027,10,16,Minga Porá,2,Rural,7626,ENTRE RIOS,7424,ESCUELA BÁSICA N° 4114 MANUEL ORTÍZ GUERRERO,Oficial,,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3
Alto Paraná,2020,1016030,10,16,Minga Porá,2,Rural,7634,KUARAHY RESE,7427,ESCUELA BÁSICA N° 2842 PRÓCERES DE MAYO,Oficial,,10,3,7,12,10,3,4,8,11,7,8,4,5,7,9,3,8,8,72,55
Alto Paraná,2020,1016008,10,16,Minga Porá,2,Rural,7623,LIMOY,7405,ESCUELA BÁSICA N° 2423 VICENTE IGNACIO ITURBE,Oficial,,12,17,8,11,16,8,11,9,4,9,15,7,16,6,12,2,9,6,103,75
Alto Paraná,2020,1016032,10,16,Minga Porá,2,Rural,7623,LIMOY,7429,ESCUELA BÁSICA N° 2681 11 DE JULIO,Oficial,,11,6,9,10,13,5,8,11,4,4,6,4,4,14,9,9,10,5,74,68
Alto Paraná,2020,1016031,10,16,Minga Porá,2,Rural,7623,LIMOY,7428,ESCUELA BÁSICA N° 4269,Oficial,,1,3,3,8,1,4,0,4,4,6,5,2,5,3,5,4,6,4,30,38
Alto Paraná,2020,1016006,10,16,Minga Porá,2,Rural,7637,LOTE 6 Y 7,7403,ESCUELA BÁSICA N° 5478 SAN ROQUE,Oficial,,4,4,10,1,3,9,5,3,5,2,6,3,0,0,0,0,0,0,33,22
Alto Paraná,2020,1016033,10,16,Minga Porá,2,Rural,7615,LOTE 9 VY'A RENDA,7430,ESCUELA BÁSICA N° 2830 DON CARLOS ANTONIO LÓPEZ,Oficial,,8,2,7,5,11,4,4,6,3,6,3,2,3,7,6,8,4,5,49,45
Alto Paraná,2020,1016018,10,16,Minga Porá,2,Rural,7619,QUINTA LINEA,7415,ESCUELA BÁSICA N° 3350 SAN JORGE,Oficial,,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2
Alto Paraná,2020,1016019,10,16,Minga Porá,2,Rural,7621,QUINTA LINEA OESTE,7416,ESCUELA BÁSICA N° 3351 SAN PABLO,Oficial,,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
Alto Paraná,2020,1016002,10,16,Minga Porá,1,Urbana,7630,SAN FRANCISCO,7399,COLEGIO NACIONAL MINGA PORÁ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,19,8,16,14,7,7,42,29
Alto Paraná,2020,1016017,10,16,Minga Porá,2,Rural,7608,SAN ISIDRO,7414,ESCUELA BÁSICA N° 2427 SAN ISIDRO LABRADOR,Oficial,,2,7,8,6,4,1,4,5,6,7,4,5,0,0,0,0,0,0,28,31
Alto Paraná,2020,1016009,10,16,Minga Porá,2,Rural,51005,SAN ISIDRO,7406,ESCUELA BÁSICA N° 5482 SAN JUAN,Oficial,,7,4,0,4,3,5,5,3,1,1,0,2,0,0,0,0,0,0,16,19
Alto Paraná,2020,1016028,10,16,Minga Porá,2,Rural,7628,SAN JORGE,7425,ESCUELA BÁSICA N° 4270 NIÑO JESÚS,Oficial,,0,0,1,3,2,1,3,3,1,3,0,0,0,0,0,0,0,0,7,10
Alto Paraná,2020,1016015,10,16,Minga Porá,2,Rural,7610,SAN LORENZO SUB URBANO,7412,ESCUELA BÁSICA N° 4113 EMILIANO R. FERNÁNDEZ,Oficial,,12,14,12,14,5,14,12,8,9,7,6,6,13,10,9,9,9,5,87,87
Alto Paraná,2020,1016010,10,16,Minga Porá,2,Rural,7617,SAN MIGUEL,7407,ESCUELA BÁSICA N° 2843 SAN MIGUEL,Oficial,,2,3,4,7,6,1,6,4,4,2,5,1,2,6,6,4,3,6,38,34
Alto Paraná,2020,1016020,10,16,Minga Porá,2,Rural,7631,SAN ROQUE,7417,ESCUELA BÁSICA N° 3352 SAN ROQUE,Oficial,,2,4,4,5,6,5,4,5,5,7,1,3,0,0,0,0,0,0,22,29
Alto Paraná,2020,1016044,10,16,Minga Porá,1,Urbana,7614,SANTA CECILIA,7443,ESCUELA BÁSICA N° 5483 SANTA CECILIA,Oficial,,11,7,12,14,10,9,11,9,7,10,10,9,3,3,5,4,0,5,69,70
Alto Paraná,2020,1016001,10,16,Minga Porá,1,Urbana,7618,VIRGEN DE FATIMA,7398,ESCUELA BÁSICA N° 2680 VIRGEN DE FÁTIMA,Oficial,,39,44,46,38,42,30,28,33,19,15,25,25,26,15,28,13,13,20,266,233
Alto Paraná,2020,1014004,10,14,Naranjal,2,Rural,7644,10 DE MAYO,7320,ESCUELA BÁSICA N° 4403 SAGRADA FAMILIA,Oficial,,2,0,0,3,1,2,0,2,0,0,1,1,0,0,0,0,0,0,4,8
Alto Paraná,2020,1014009,10,14,Naranjal,2,Rural,7647,AURORA,7325,ESCUELA BÁSICA N° 2220 LOS LAPACHOS,Oficial,,2,2,1,1,2,2,3,1,3,1,0,1,4,0,1,3,2,3,18,14
Alto Paraná,2020,1014016,10,14,Naranjal,2,Rural,7652,AURORA SUB-URBANO,7332,ESCUELA BÁSICA N° 4402 SANTA CATALINA,Oficial,,9,2,5,7,7,6,5,3,4,11,4,4,7,8,4,5,6,1,51,47
Alto Paraná,2020,1014001,10,14,Naranjal,1,Urbana,7643,CENTRO,7354,COLEGIO NACIONAL NARANJAL,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,19,34,19,22,17,15,55,71
Alto Paraná,2020,1014001,10,14,Naranjal,1,Urbana,7643,CENTRO,7317,ESCUELA BÁSICA N° 1317 MADRE TERESA DE CALCUTA,Oficial,,35,31,24,32,18,29,25,22,23,29,23,18,0,0,0,0,0,0,148,161
Alto Paraná,2020,1014035,10,14,Naranjal,1,Urbana,7643,CENTRO,7351,ESCUELA BÁSICA N° 7622 RENACER,Privado,,1,3,7,5,2,3,5,6,6,0,3,2,0,0,0,0,0,0,24,19
Alto Paraná,2020,1012017,10,14,Naranjal,2,Rural,7640,COLONIA 3 DE MAYO,7260,ESCUELA BÁSICA N° 3487 SANTA ROSA DE LIMA,Oficial,,2,0,1,3,1,1,0,2,2,2,1,2,0,0,0,0,0,0,7,10
Alto Paraná,2020,1019013,10,14,Naranjal,2,Rural,7654,COM INDIG TAPY PUERTO BARRA,7062,ESCUELA BÁSICA N° 5804 YAMO CHACHUGI,Oficial,,3,3,4,2,5,2,1,3,7,3,9,4,0,0,6,1,3,1,38,19
Alto Paraná,2020,1014014,10,14,Naranjal,2,Rural,7646,LINEA SAN PEDRO,7330,ESCUELA BÁSICA N° 5508 ÑEMITY,Oficial,,2,4,3,2,2,3,0,4,2,5,3,1,0,0,0,0,0,0,12,19
Alto Paraná,2020,1013014,10,14,Naranjal,2,Rural,7653,PACUCUA 1,7285,ESCUELA BÁSICA N° 4395 SAN ANTONIO DE PADUA,Oficial,,2,4,0,2,1,1,0,0,4,0,5,4,0,0,0,0,0,0,12,11
Alto Paraná,2020,1014002,10,14,Naranjal,2,Rural,7642,PALMITAL SUB-URBANO,7318,ESCUELA BÁSICA N° 3077 GUIDO TEMPASS,Oficial,,0,2,2,0,3,2,2,1,0,1,0,1,0,0,0,0,0,0,7,7
Alto Paraná,2020,1014012,10,14,Naranjal,2,Rural,7641,SAN ALFREDO,7328,ESCUELA BÁSICA N° 4405 SAN ALFREDO,Oficial,,9,12,5,9,5,5,6,5,4,7,7,3,3,9,5,8,6,3,50,61
Alto Paraná,2020,1014007,10,14,Naranjal,2,Rural,7650,SAN ALFREDO SUB-URBANO,7323,ESCUELA BÁSICA N° 4401 CRISTO REY,Oficial,,1,2,2,0,0,1,1,2,2,0,0,2,0,0,0,0,0,0,6,7
Alto Paraná,2020,1014013,10,14,Naranjal,2,Rural,7649,VILLA MONACO SUB-URBANO,7329,ESCUELA BÁSICA N° 5512 NIÑOS MÁRTIRES DE ACOSTA ÑÚ,Oficial,,2,0,2,1,1,2,0,0,1,6,2,0,0,0,0,0,0,0,8,9
Alto Paraná,2020,1002001,10,2,Presidente Franco,1,Urbana,7677,AREA 5,6734,COLEGIO NACIONAL DE E.M.D. DR. RAÚL PEÑA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,29,20,42,33
Alto Paraná,2020,1002009,10,2,Presidente Franco,1,Urbana,7677,AREA 5,6742,ESCUELA BÁSICA N° 1294 SAN PEDRO APÓSTOL,Oficial,,70,56,67,48,52,61,57,52,54,54,56,49,52,62,46,42,33,49,487,473
Alto Paraná,2020,1002015,10,2,Presidente Franco,1,Urbana,7677,AREA 5,6748,ESCUELA BÁSICA N° 2697 INTERCONTINENTAL DEL ESTE,Privado,,10,17,13,8,10,14,6,15,13,11,10,4,9,8,6,14,10,13,87,104
Alto Paraná,2020,1002027,10,2,Presidente Franco,2,Rural,7691,COLONIA ALFREDO PLA,6760,ESCUELA BÁSICA N° 3629 MAYOR ALFREDO PLÁ,Oficial,,14,16,21,13,15,16,17,12,12,11,5,7,12,9,4,9,7,17,107,110
Alto Paraná,2020,1002114,10,2,Presidente Franco,2,Rural,50817,COM INDIG 8 DE DICIEMBRE,16601,ESCUELA BÁSICA N° 7795 8 DE DICIEMBRE,Oficial,,2,0,2,1,1,0,4,0,0,0,3,0,0,0,0,0,0,0,12,1
Alto Paraná,2020,1002070,10,2,Presidente Franco,2,Rural,50816,COM INDIG PUERTO BARRETO,16467,ESCUELA BÁSICA N° 7697 CACIQUE EMILIANO BARRETO,Oficial,,6,2,2,0,6,0,2,1,2,2,2,0,0,0,0,0,0,0,20,5
Alto Paraná,2020,1002045,10,2,Presidente Franco,2,Rural,7679,COM INDIG PUERTO BERTONI,6784,ESCUELA BÁSICA N° 6287 PUERTO BERTONI,Oficial,,3,2,3,4,3,2,0,2,3,7,7,5,0,0,0,0,0,0,19,22
Alto Paraná,2020,1002044,10,2,Presidente Franco,2,Rural,7697,COM INDIG PUESTO CUE - MEDIO MUNDO,6783,ESCUELA BÁSICA N° 6812 PUERTO FLORES,Oficial,,4,4,3,4,2,5,7,2,2,1,1,3,9,2,5,3,6,0,39,24
Alto Paraná,2020,1005113,10,2,Presidente Franco,2,Rural,50807,COM INDIG YVYRA MOA - PUERTO GIMENEZ,16439,ESCUELA BÁSICA N° 7675 PUERTO GIMÉNEZ,Oficial,,0,2,1,1,0,0,1,2,2,0,1,3,0,0,0,0,0,0,5,8
Alto Paraná,2020,1001053,10,2,Presidente Franco,1,Urbana,7680,FATIMA,6638,COLEGIO NACIONAL SANTA TERESA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,8,9,8,26,19
Alto Paraná,2020,1002010,10,2,Presidente Franco,1,Urbana,7680,FATIMA,6743,ESCUELA BÁSICA N° 1118 SAGRADOS CORAZONES,Privado Subvencionado,,79,63,55,67,55,71,49,56,50,54,53,59,50,56,48,49,49,52,488,527
Alto Paraná,2020,1001053,10,2,Presidente Franco,1,Urbana,7680,FATIMA,6485,ESCUELA BÁSICA N° 5445 DOCTOR AMADO BENÍTEZ GAMARRA,Oficial,,7,8,11,5,10,2,6,10,7,12,4,11,0,0,0,0,0,0,45,48
Alto Paraná,2020,1001221,10,2,Presidente Franco,1,Urbana,7701,FATIMA 1,11162,ESCUELA BÁSICA N° 15419 LAS CARMELITAS,Privado,,3,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,5,4
Alto Paraná,2020,1002061,10,2,Presidente Franco,1,Urbana,7676,LAS MERCEDES,12107,ESCUELA BÁSICA N° 7011 MELQUISEDEC,Privado,,3,1,1,0,3,1,0,1,1,0,1,0,1,3,1,2,2,0,13,8
Alto Paraná,2020,1002004,10,2,Presidente Franco,1,Urbana,7699,MARIA AUXILIADORA,6737,ESCUELA BÁSICA N° 3592 MARÍA AUXILIADORA,Oficial,,41,20,33,25,38,24,21,37,24,21,20,24,37,29,26,16,24,20,264,216
Alto Paraná,2020,1010019,10,2,Presidente Franco,2,Rural,7678,PENINSULA,7132,ESCUELA BÁSICA N° 3604 PARANÁ POTY,Oficial,,3,4,8,5,5,2,2,4,2,3,3,2,3,2,2,7,8,4,36,33
Alto Paraná,2020,1002020,10,2,Presidente Franco,1,Urbana,7686,SAGRADO CORAZON DE JESUS,6753,ESCUELA BÁSICA N° 1513 JORGE RUBEN PEÑA,Oficial,,99,81,72,101,88,97,79,68,62,72,68,89,75,87,62,71,59,71,664,737
Alto Paraná,2020,1002068,10,2,Presidente Franco,1,Urbana,7686,SAGRADO CORAZON DE JESUS,16297,ESCUELA BÁSICA N° 7590 SAN BLAS,Oficial,,34,32,39,24,20,25,28,12,22,23,13,24,27,17,13,15,7,19,203,191
Alto Paraná,2020,1002018,10,2,Presidente Franco,1,Urbana,7702,SAN FRANCISCO,6751,ESCUELA BÁSICA N° 1515 TRES FRONTERAS,Oficial,,24,20,23,25,24,18,19,18,20,18,15,14,16,14,14,15,17,19,172,161
Alto Paraná,2020,1002019,10,2,Presidente Franco,1,Urbana,7702,SAN FRANCISCO,6752,ESCUELA BÁSICA N° 3593 SAN FRANCISCO DE ASÍS,Oficial,,4,2,8,6,7,6,1,4,9,8,7,7,0,0,0,0,0,0,36,33
Alto Paraná,2020,1002022,10,2,Presidente Franco,2,Rural,7692,SAN ISIDRO,6755,ESCUELA BÁSICA N° 3587 MARISCAL JOSÉ FÉLIX ESTIGARRIBIA,Oficial,,74,63,66,43,58,49,56,37,49,47,56,46,29,42,49,42,40,47,477,416
Alto Paraná,2020,1002025,10,2,Presidente Franco,2,Rural,7696,SAN JORGE,6758,ESCUELA BÁSICA N° 2905 SAN JORGE,Oficial,,7,5,2,3,2,3,3,2,1,3,3,4,0,0,0,0,0,0,18,20
Alto Paraná,2020,1002060,10,2,Presidente Franco,1,Urbana,7687,SAN JOSE OBRERO,12029,ESCUELA BÁSICA N° 6835 EL RENUEVO,Privado,,17,14,9,16,11,7,9,12,11,10,15,9,14,10,12,5,8,13,106,96
Alto Paraná,2020,1002013,10,2,Presidente Franco,1,Urbana,7700,SAN LORENZO,6746,ESCUELA BÁSICA N° 3591 SAN LORENZO,Oficial,,32,29,33,24,23,22,19,20,23,22,18,21,31,16,26,20,14,26,219,200
Alto Paraná,2020,1001219,10,2,Presidente Franco,1,Urbana,7700,SAN LORENZO,6714,ESCUELA BÁSICA N° 4763 ONORIO TAKACHI,Oficial,,0,1,3,2,5,0,1,1,0,2,1,0,0,0,0,0,0,0,10,6
Alto Paraná,2020,1002057,10,2,Presidente Franco,1,Urbana,7700,SAN LORENZO,15257,ESCUELA BÁSICA N° 6356 SAGRADA FAMILIA,Privado,,12,12,16,14,15,10,6,10,9,12,6,8,11,11,8,9,16,11,99,97
Alto Paraná,2020,1002038,10,2,Presidente Franco,1,Urbana,7700,SAN LORENZO,6777,ESCUELA BÁSICA N° 8223 SAN JORGE,Privado,,8,8,11,9,10,9,11,4,11,7,6,6,6,9,5,4,5,7,73,63
Alto Paraná,2020,1002021,10,2,Presidente Franco,2,Rural,7695,SAN MIGUEL,6754,ESCUELA BÁSICA N° 3586 SALTOS DEL MONDAY,Oficial,,41,40,44,42,37,45,44,42,45,44,41,42,48,48,22,49,36,40,358,392
Alto Paraná,2020,1002024,10,2,Presidente Franco,1,Urbana,7695,SAN MIGUEL,6757,ESCUELA BÁSICA N° 4324 SANTA INÉS,Oficial,,60,49,59,53,46,46,50,42,46,33,57,26,47,43,36,39,23,35,424,366
Alto Paraná,2020,1001057,10,2,Presidente Franco,1,Urbana,7695,SAN MIGUEL,6489,ESCUELA BÁSICA N° 5426 SAN FRANCISCO,Oficial,,16,14,16,19,24,11,14,11,14,13,17,13,19,15,12,16,10,14,142,126
Alto Paraná,2020,1001056,10,2,Presidente Franco,1,Urbana,7695,SAN MIGUEL,6488,ESCUELA BÁSICA N° 5428 SANTA MARÍA,Oficial,,26,24,20,20,17,25,11,12,10,14,16,13,12,15,10,10,9,5,131,138
Alto Paraná,2020,1001231,10,2,Presidente Franco,1,Urbana,7695,SAN MIGUEL,6725,ESCUELA BÁSICA N° 6709 NUEVA ESPERANZA,Oficial,,19,15,20,21,18,23,22,17,11,13,28,23,20,18,11,7,10,6,159,143
Alto Paraná,2020,1002056,10,2,Presidente Franco,1,Urbana,7695,SAN MIGUEL,11165,ESCUELA BÁSICA N° 6985 17 DE JULIO,Oficial,,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6
Alto Paraná,2020,1002115,10,2,Presidente Franco,2,Rural,7695,SAN MIGUEL,16708,ESCUELA BÁSICA N° 7871 BELLO AMANECER,Oficial,,9,3,8,3,4,5,8,13,0,0,0,0,0,0,0,0,0,0,29,24
Alto Paraná,2020,1002002,10,2,Presidente Franco,1,Urbana,7683,SAN MIGUEL - VILLA BAJA,6735,COLEGIO NACIONAL PARAGUAY - BRASIL,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,33,31,38,50,96,106
Alto Paraná,2020,1002005,10,2,Presidente Franco,1,Urbana,7690,SAN PABLO - SAN JUAN,6738,ESCUELA BÁSICA N° 3589 DANIEL SANTA CRUZ,Oficial,,10,11,13,8,10,7,14,14,16,8,10,8,10,11,5,11,7,12,95,90
Alto Paraná,2020,1002116,10,2,Presidente Franco,2,Rural,7690,SAN PABLO - SAN JUAN,16715,ESCUELA BÁSICA N° 7878 VIRGEN DE LAS MERCEDES,Privado,,2,3,2,2,2,3,1,2,2,1,3,2,4,2,3,3,4,2,23,20
Alto Paraná,2020,1002008,10,2,Presidente Franco,1,Urbana,7688,SAN RAFAEL,6768,COLEGIO NACIONAL DR. MOISÉS SANTIAGO BERTONI,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,12,5,12,9,17,24,41,38
Alto Paraná,2020,1002008,10,2,Presidente Franco,1,Urbana,7688,SAN RAFAEL,6741,ESCUELA BÁSICA N° 30 DOCTOR MOISÉS SANTIAGO BERTONI,Oficial,,74,80,76,79,60,68,64,70,61,57,61,67,58,55,37,58,33,47,524,581
Alto Paraná,2020,1002017,10,2,Presidente Franco,1,Urbana,7688,SAN RAFAEL,6750,ESCUELA BÁSICA N° 3588 SAN RAFAEL,Oficial,,26,21,23,19,12,16,22,12,16,8,17,9,13,11,10,6,0,0,139,102
Alto Paraná,2020,1002012,10,2,Presidente Franco,1,Urbana,7685,SAN ROQUE,6745,ESCUELA BÁSICA N° 3594 SAN ROQUE GONZÁLEZ DE SANTACRUZ,Oficial,,41,20,30,19,29,26,20,14,23,13,19,19,27,18,19,13,14,12,222,154
Alto Paraná,2020,1002016,10,2,Presidente Franco,1,Urbana,7698,SAN SEBASTIAN,6749,ESCUELA BÁSICA N° 1512 SALTO DEL MONDAY,Oficial,,19,15,18,17,17,20,19,20,15,15,17,10,23,14,11,15,11,16,150,142
Alto Paraná,2020,1002026,10,2,Presidente Franco,1,Urbana,7698,SAN SEBASTIAN,6759,ESCUELA BÁSICA N° 3684 MARIANO BOBADILLA,Oficial,,18,16,13,19,13,16,16,14,13,5,16,5,10,6,0,0,7,11,106,92
Alto Paraná,2020,1002064,10,2,Presidente Franco,1,Urbana,7698,SAN SEBASTIAN,13969,ESCUELA BÁSICA N° 7372 ECO MANANTIAL ARANDÚ,Privado,,9,6,10,7,3,7,4,9,4,5,2,2,5,6,2,1,2,9,41,52
Alto Paraná,2020,1001303,10,2,Presidente Franco,1,Urbana,7689,SANTA CLARA,12032,ESCUELA BÁSICA N° 6881 SAN JORGE,Oficial,,24,21,29,29,23,27,29,21,21,23,23,20,18,23,14,13,15,18,196,195
Alto Paraná,2020,1002007,10,2,Presidente Franco,1,Urbana,7694,SANTA ROSA,6740,ESCUELA BÁSICA N° 3595 SANTA ROSA DE LIMA,Oficial,,18,16,14,10,17,10,16,9,11,8,7,13,11,8,10,8,8,8,112,90
Alto Paraná,2020,1002023,10,2,Presidente Franco,2,Rural,7684,SANTO DOMINGO,6756,ESCUELA BÁSICA N° 1514 SANTO DOMINGO DE GUZMÁN,Oficial,,47,42,32,45,47,49,44,44,37,38,44,42,58,39,46,38,36,38,391,375
Alto Paraná,2020,1018029,10,18,San Alberto,1,Urbana,7707,BETARRAN,9596,COLEGIO PRIVADO SUBVENCIONADO NUESTRA SEÑORA DE BETHARRAM,Privado Subvencionado,,0,0,0,0,0,0,0,0,0,0,0,0,16,17,17,19,17,19,50,55
Alto Paraná,2020,1018029,10,18,San Alberto,1,Urbana,7707,BETARRAN,9596,ESCUELA BÁSICA N° 6138 NUESTRA SEÑORA DE BETHARRAM,Privado Subvencionado,,9,13,12,11,12,6,6,9,10,10,12,11,0,0,0,0,0,0,61,60
Alto Paraná,2020,1018037,10,18,San Alberto,1,Urbana,51030,CENTRO,17111,ESCUELA BÁSICA N° 8089 SANTO TOMÁS DE AQUINO,Privado Subvencionado,,2,2,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,4,5
Alto Paraná,2020,1018009,10,18,San Alberto,2,Rural,7717,CRUCE SAN ALBERTO SUB-URBANO,7489,ESCUELA BÁSICA N° 5533 INMACULADA CONCEPCIÓN DE MARÍA,Oficial,,1,1,4,1,3,4,4,3,2,4,5,2,0,0,0,0,0,0,19,15
Alto Paraná,2020,1018014,10,18,San Alberto,2,Rural,7708,ITAIPU PORA,7494,ESCUELA BÁSICA N° 3356,Oficial,,4,2,3,1,4,4,3,4,1,3,3,2,0,0,0,0,0,0,18,16
Alto Paraná,2020,1018033,10,18,San Alberto,1,Urbana,7722,ITAIPYTE,7511,COLEGIO NACIONAL ITAIPYTÉ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,5,4,11,19,22
Alto Paraná,2020,1018022,10,18,San Alberto,2,Rural,7722,ITAIPYTE,7502,ESCUELA BÁSICA N° 1516 VIRGEN DE FÁTIMA,Oficial,,13,8,8,4,10,10,5,8,9,6,5,10,0,0,0,0,0,0,50,46
Alto Paraná,2020,1018002,10,18,San Alberto,1,Urbana,7704,SAN ALBERTO,7508,COLEGIO NACIONAL SAN ALBERTO MAGNO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,38,50,42,43,41,35,121,128
Alto Paraná,2020,1018001,10,18,San Alberto,1,Urbana,7704,SAN ALBERTO,7481,ESCUELA BÁSICA N° 1898 AUGUSTO ROA BASTOS,Oficial,,28,20,20,15,28,20,17,24,19,19,12,20,21,8,22,14,13,7,180,147
Alto Paraná,2020,1018002,10,18,San Alberto,1,Urbana,7704,SAN ALBERTO,7482,ESCUELA BÁSICA N° 3347 SAN ALBERTO MAGNO,Oficial,,37,37,37,27,52,33,40,31,45,37,46,44,0,0,0,0,0,0,257,209
Alto Paraná,2020,1018017,10,18,San Alberto,2,Rural,7719,SAN ANTONIO,7497,ESCUELA BÁSICA N° 5484 CRISTO REDENTOR,Oficial,,2,3,0,2,0,3,3,1,2,1,1,2,0,0,0,0,0,0,8,12
Alto Paraná,2020,1016039,10,18,San Alberto,2,Rural,7706,SAN FRANCISCO,7436,ESCUELA BÁSICA N° 3346 SAN ROQUE GONZÁLEZ DE SANTACRUZ,Oficial,,1,1,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,3,6
Alto Paraná,2020,1018026,10,18,San Alberto,2,Rural,7721,SAN FRANCISCO GLEVA 8 SUB-URBANO,7506,COLEGIO NACIONAL SAN FRANCISCO JAVIER,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,3,5,10,16,18
Alto Paraná,2020,1018018,10,18,San Alberto,2,Rural,7721,SAN FRANCISCO GLEVA 8 SUB-URBANO,7498,ESCUELA BÁSICA N° 1901 SAN FRANCISCO DE ASÍS,Oficial,,10,10,6,10,8,6,4,13,3,9,6,5,0,0,0,0,0,0,37,53
Alto Paraná,2020,1018003,10,18,San Alberto,2,Rural,51033,SAN RAMON,7483,ESCUELA BÁSICA N° 2429 SAN RAMÓN,Oficial,,2,0,0,0,0,0,1,4,1,1,0,1,0,0,0,0,0,0,4,6
Alto Paraná,2020,1018011,10,18,San Alberto,2,Rural,7711,SANTO TOMAS,7491,ESCUELA BÁSICA N° 5534 SANTO TOMÁS,Oficial,,1,2,0,1,3,1,1,3,3,0,1,2,0,0,0,0,0,0,9,9
Alto Paraná,2020,1018010,10,18,San Alberto,2,Rural,7723,SEXTA LINEA,7490,ESCUELA BÁSICA N° 2679 MARÍA AUXILIADORA,Oficial,,0,0,1,1,2,1,0,1,1,3,1,2,0,0,0,0,0,0,5,8
